"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1990/1991","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","3739","","","","0"
"1990/1991","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3615","","","","0"
"1990/1991","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1940","","","","0"
"1990/1991","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","977","","","","0"
"1990/1991","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","963","","","","0"
"1990/1991","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12438","","","","0"
"1990/1991","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6400","","","","0"
"1990/1991","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6038","","","","0"
"1990/1991","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9654","","","","0"
"1990/1991","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5018","","","","0"
"1990/1991","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4636","","","","0"
"1990/1991","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","98191","","","","0"
"1990/1991","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","50528","","","","0"
"1990/1991","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","47663","","","","0"
"1990/1991","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","150630","","","","0"
"1990/1991","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","77509","","","","0"
"1990/1991","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","73121","","","","0"
"1990/1991","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17287","","","","0"
"1990/1991","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8851","","","","0"
"1990/1991","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8436","","","","0"
"1990/1991","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15655","","","","0"
"1990/1991","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8044","","","","0"
"1990/1991","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7611","","","","0"
"1990/1991","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","42544","","","","0"
"1990/1991","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","21858","","","","0"
"1990/1991","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20686","","","","0"
"1990/1991","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","45056","","","","0"
"1990/1991","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22977","","","","0"
"1990/1991","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","22079","","","","0"
"1990/1991","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","554","","","","0"
"1990/1991","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","304","","","","0"
"1990/1991","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","250","","","","0"
"1990/1991","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1626","","","t","0"
"1990/1991","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","799","","","t","0"
"1990/1991","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","827","","","t","0"
"1991/1992","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","403107","","","","0"
"1991/1992","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","206632","","","","0"
"1991/1992","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","196475","","","","0"
"1991/1992","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","6929","","","","0"
"1991/1992","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","3541","","","","0"
"1991/1992","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3388","","","","0"
"1991/1992","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1866","","","","0"
"1991/1992","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","954","","","","0"
"1991/1992","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","912","","","","0"
"1991/1992","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12028","","","","0"
"1991/1992","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6131","","","","0"
"1991/1992","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","5897","","","","0"
"1991/1992","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9429","","","","0"
"1991/1992","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","4747","","","","0"
"1991/1992","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4682","","","","0"
"1991/1992","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","97704","","","","0"
"1991/1992","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","50163","","","","0"
"1991/1992","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","47541","","","","0"
"1991/1992","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","152065","","","","0"
"1991/1992","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","78086","","","","0"
"1991/1992","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","73979","","","","0"
"1991/1992","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17018","","","","0"
"1991/1992","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8596","","","","0"
"1991/1992","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8422","","","","0"
"1991/1992","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15177","","","","0"
"1991/1992","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7786","","","","0"
"1991/1992","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7391","","","","0"
"1991/1992","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","42737","","","","0"
"1991/1992","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","21861","","","","0"
"1991/1992","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20876","","","","0"
"1991/1992","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","46055","","","","0"
"1991/1992","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23675","","","","0"
"1991/1992","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","22380","","","","0"
"1991/1992","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","576","","","","0"
"1991/1992","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","297","","","","0"
"1991/1992","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","279","","","","0"
"1991/1992","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","820","","","","0"
"1991/1992","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","423","","","","0"
"1991/1992","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","397","","","","0"
"1991/1992","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","703","","","","0"
"1991/1992","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","372","","","","0"
"1991/1992","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","331","","","","0"
"1992/1993","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","392181","","","","0"
"1992/1993","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","201613","","","","0"
"1992/1993","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","190568","","","","0"
"1992/1993","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","6689","","","","0"
"1992/1993","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","3455","","","","0"
"1992/1993","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3234","","","","0"
"1992/1993","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1820","","","","0"
"1992/1993","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","977","","","","0"
"1992/1993","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","843","","","","0"
"1992/1993","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","11631","","","","0"
"1992/1993","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","5955","","","","0"
"1992/1993","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","5676","","","","0"
"1992/1993","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9333","","","","0"
"1992/1993","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","4842","","","","0"
"1992/1993","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4491","","","","0"
"1992/1993","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","93750","","","","0"
"1992/1993","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","48324","","","","0"
"1992/1993","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","45426","","","","0"
"1992/1993","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","148739","","","","0"
"1992/1993","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","76458","","","","0"
"1992/1993","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","72281","","","","0"
"1992/1993","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16522","","","","0"
"1992/1993","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8476","","","","0"
"1992/1993","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8046","","","","0"
"1992/1993","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","14631","","","","0"
"1992/1993","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7583","","","","0"
"1992/1993","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7048","","","","0"
"1992/1993","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","40992","","","","0"
"1992/1993","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","20992","","","","0"
"1992/1993","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20000","","","","0"
"1992/1993","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","45959","","","","0"
"1992/1993","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23461","","","","0"
"1992/1993","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","22498","","","","0"
"1992/1993","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","546","","","","0"
"1992/1993","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","273","","","","0"
"1992/1993","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","273","","","","0"
"1992/1993","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","856","","","","0"
